gid,placename,pop,x,y
103184,Puerto Escondido (Tepeolulco Puerto Escondido),10717,-99.0980555555555,19.5519444444444
103357,Toluca De Lerdo,489333,-99.6538888888889,19.2922222222222
103358,Cacalomacán,12001,-99.7047222222222,19.2527777777778
103366,San Andrés Cuexcontitlán,18005,-99.6255555555556,19.3558333333333
103373,San José Guadalupe Otzacatipan,31299,-99.5919444444444,19.3447222222222
103378,San Mateo Otzacatipan,22656,-99.605,19.3269444444444
103380,San Pablo Autopan,35141,-99.6575,19.3572222222222
103381,San Pedro Totoltepec,21076,-99.5727777777778,19.3122222222222
103385,Santiago Tlacotepec,15853,-99.6708333333333,19.2238888888889
103477,Santiago Teyahualco,17594,-99.1238888888889,19.66
103482,Tultitlán De Mariano Escobedo,31936,-99.1694444444445,19.645
103483,Buenavista,206081,-99.1694444444445,19.6083333333333
103485,San Pablo De Las Salinas,189453,-99.0916666666667,19.6655555555556
103486,Fuentes Del Valle,74087,-99.1386111111111,19.6325
103487,Ampliación San Mateo (Colonia Solidaridad),16250,-99.1472222222222,19.6163888888889
103493,Valle De Bravo,25554,-100.130555555556,19.1925
103849,Xonacatlán,20680,-99.5305555555556,19.4044444444444
103851,Santa María Zolotepec,10656,-99.4927777777778,19.4205555555556
103952,San Miguel Zinacantepec,54220,-99.735,19.285
103967,San Antonio Acahualco,16442,-99.7744444444444,19.2772222222222
103968,San Juan De Las Huertas,12253,-99.7566666666667,19.2455555555556
104038,Zumpango De Ocampo,50742,-99.0991666666667,19.7969444444444
104051,San Bartolo Cuautlalpan,10989,-99.0094444444444,19.8130555555556
104053,San Juan Zitlaltepec,19600,-99.1477777777778,19.8091666666667
104085,Fraccionamiento La Trinidad,10230,-99.0827777777778,19.8291666666667
104098,Paseos De San Juan,10050,-99.0175,19.7819444444444
104106,Cuautitlán Izcalli,484573,-99.2113888888889,19.6461111111111
104108,Huilango,17399,-99.2563888888889,19.6805555555556
104116,Xico,356352,-98.9388888888889,19.2916666666667
104432,Acatic,11890,-102.905277777778,20.7794444444444
104532,Acatlán De Juárez,10461,-103.587222222222,20.4213888888889
104560,Ahualulco De Mercado,15512,-103.975,20.7005555555556
104615,Amatitán,11006,-103.73,20.835
104749,Arandas,52175,-102.340277777778,20.7055555555556
105049,El Arenal,11610,-103.693888888889,20.7761111111111
105176,Atotonilco El Alto,26874,-102.504166666667,20.5505555555556
105337,Autlán De Navarro,45382,-104.365277777778,19.7713888888889
105461,Ayotlán,11724,-102.328333333333,20.5280555555556
105623,La Barca,35219,-102.541944444444,20.2902777777778
105995,La Resolana,11180,-104.434722222222,19.6036111111111
106041,Cihuatlán,18164,-104.563055555556,19.2383333333333
106114,Ciudad Guzmán,97750,-103.464166666667,19.7086111111111
106166,Cocula,14548,-103.824166666667,20.3675
106206,Colotlán,13256,-103.264722222222,22.1172222222222
106584,Chapala,21596,-103.189722222222,20.2933333333333
106585,Ajijic,10509,-103.258055555556,20.2994444444444
106723,Degollado,11376,-102.135,20.4475
106835,Encarnación De Díaz,25010,-102.233055555556,21.5244444444444
107189,Etzatlán,13513,-104.078333333333,20.7672222222222
107330,Guadalajara,1495182,-103.342222222222,20.6763888888889
107900,Jalostotitlán,24423,-102.461111111111,21.1686111111111
108077,Jamay,17204,-102.709722222222,20.2944444444444
108416,Jocotepec,18852,-103.425277777778,20.2844444444444
108527,Lagos De Moreno,98206,-101.929166666667,21.3563888888889
108983,Magdalena,16214,-103.976111111111,20.9063888888889
109940,Ocotlán,83769,-102.768055555556,20.3513888888889
109992,Ojuelos De Jalisco,11881,-101.593333333333,21.8641666666667
110176,Poncitlán,13581,-102.924166666667,20.3813888888889
110247,Puerto Vallarta,203342,-105.227222222222,20.6136111111111
110258,Ixtapa,29036,-105.199722222222,20.7144444444444
110615,El Salto,21644,-103.181666666667,20.5194444444444
110620,Las Pintas,22838,-103.321111111111,20.5763888888889
110621,Las Pintitas,26500,-103.302222222222,20.5644444444444
110622,San José Del Castillo,15946,-103.235,20.5055555555556
110623,San José El Verde (El Verde),16275,-103.276111111111,20.5586111111111
110628,El Quince (San José El Quince),17669,-103.278888888889,20.5413888888889
110791,San Juan De Los Lagos,48684,-102.332777777778,21.2477777777778
111051,San Julián,12949,-102.180833333333,21.0097222222222
111238,San Miguel El Alto,23982,-102.398055555556,21.0305555555556
111538,Sayula,26789,-103.597222222222,19.8836111111111
111580,Tala,35396,-103.702777777778,20.6525
111824,Tamazula De Gordiano,18787,-103.25,19.6763888888889
112095,Tecalitlán,12411,-103.306666666667,19.4694444444444
112358,Teocaltiche,23726,-102.570277777778,21.4344444444444
112567,Tepatitlán De Morelos,91959,-102.757222222222,20.8175
112592,Capilla De Guadalupe,13308,-102.592222222222,20.8269444444444
112897,Tequila,29203,-103.835555555556,20.8794444444444
113072,Tizapán El Alto,14877,-103.039166666667,20.1586111111111
113101,Tlajomulco De Zúñiga,30273,-103.443055555556,20.4736111111111
113118,San Agustín,30424,-103.468333333333,20.5480555555556
113122,San Sebastián El Grande,28138,-103.430833333333,20.5319444444444
113124,Santa Cruz De Las Flores,11204,-103.502777777778,20.4805555555556
113125,Santa Cruz Del Valle,26866,-103.333888888889,20.5475
113198,La Tijera,12425,-103.440555555556,20.5816666666667
113332,Hacienda Santa Fe,86935,-103.380555555556,20.5180555555556
113336,Fraccionamiento Real Del Valle (El Paraíso),13949,-103.369722222222,20.5455555555556
113338,Fraccionamiento Villas De La Hacienda,11078,-103.382777777778,20.5311111111111
113346,Lomas Del Sur,19413,-103.4175,20.4925
113347,Lomas De San Agustín,11836,-103.467777777778,20.5275
113373,Tlaquepaque,575942,-103.307222222222,20.6386111111111
113375,Santa Anita,20320,-103.44,20.5505555555556
113633,Tonalá,408759,-103.245555555556,20.6233333333333
113635,Coyula,29674,-103.226666666667,20.6583333333333
113654,Centro De Readaptación Social,13071,-103.193611111111,20.5544444444444
113787,Tototlán,12516,-102.789166666667,20.5436111111111
113928,Tuxpan,27523,-103.372222222222,19.5544444444444
114471,Villa Hidalgo,15182,-102.585277777778,21.6744444444444
114557,Yahualica De González Gallo,13655,-102.887222222222,21.1825
114711,Zacoalco De Torres,18172,-103.565277777778,20.2286111111111
114745,Zapopan,1142483,-103.388333333333,20.7205555555556
114804,Tesistán (San Francisco Tesistán),62397,-103.486111111111,20.7983333333333
114979,Zapotiltic,22833,-103.4125,19.6255555555556
115104,Zapotlanejo,32376,-103.064166666667,20.6225
115486,Actopan,29223,-98.9441666666667,20.2680555555556
115727,Apan,26642,-98.4519444444445,19.71
116148,Cuautepec De Hinojosa,18835,-98.3091666666667,20.0355555555556
116514,Tepatepec,11084,-99.0877777777778,20.2455555555556
116802,Huejutla De Reyes,40015,-98.4194444444445,21.14
117094,Ixmiquilpan,34814,-99.2188888888889,20.4841666666667
117567,Mineral Del Monte,11015,-98.6716666666667,20.1391666666667
117673,Mixquiahuala,25510,-99.2144444444445,20.2297222222222
118104,Pachuca De Soto,256584,-98.7358333333333,20.1216666666667
118214,Progreso,17486,-99.1897222222222,20.2480555555556
118254,La Providencia Siglo Xxi,16747,-98.7172222222222,20.0641666666667
118340,San Agustín Tlaxiaca,10496,-98.8858333333333,20.1144444444444
118602,Santiago Tulantepec,16078,-98.3575,20.0397222222222
118902,Tepeapulco,15244,-98.5530555555556,19.785
118903,Fray Bernardino De Sahagún (Ciudad Sahagún),28556,-98.5738888888889,19.7697222222222
119028,Tepeji De Ocampo,34151,-99.3416666666667,19.9052777777778
119244,Tizayuca,43250,-98.9891666666667,19.8416666666667
119270,Don Antonio,17736,-98.9347222222222,19.8744444444444
119272,Haciendas De Tizayuca,14787,-98.9625,19.8736111111111
119506,Tlaxcoapan,14241,-99.2222222222222,20.0919444444444
119538,Tula De Allende,28577,-99.3419444444444,20.0563888888889
119544,El Llano,14559,-99.3172222222222,20.0572222222222
119556,San Marcos,12779,-99.3366666666667,20.0283333333333
119614,Tulancingo,102406,-98.3633333333333,20.0858333333333
119793,Zacualtipán,23125,-98.6530555555556,20.6438888888889
119932,Zimapán,13243,-99.3827777777778,20.7377777777778
120092,Acapulco De Juárez,673479,-99.8863888888889,16.8616666666667
120888,Atoyac De Álvarez,21407,-100.433055555556,17.2066666666667
121068,Ayutla De Los Libres,15370,-99.0938888888889,16.9658333333333
121668,Coyuca De Benítez,13566,-100.083611111111,17.0116666666667
122187,Cuajinicuilapa,10282,-98.4105555555556,16.4708333333333
122533,Chilapa De Álvarez,31157,-99.1738888888889,17.5991666666667
122724,Chilpancingo De Los Bravo,187251,-99.5011111111111,17.55
122859,Cruz Grande,11783,-99.1311111111111,16.7233333333333
123217,Ciudad De Huitzuco,17475,-99.3311111111111,18.3011111111111
123270,Iguala De La Independencia,118468,-99.5427777777778,18.3447222222222
123403,Zihuatanejo,67408,-101.562222222222,17.6388888888889
123608,Tierra Colorada,11540,-99.5294444444444,17.1661111111111
123641,Chichihualco,10690,-99.6755555555556,17.6566666666667
124050,Ometepec,24120,-98.415,16.6913888888889
124250,Petatlán,21659,-101.268055555556,17.5394444444444
124543,Ciudad Altamirano,25168,-100.666111111111,18.3547222222222
124734,San Marcos,13282,-99.3847222222222,16.7961111111111
125049,Taxco De Alarcón,52217,-99.6113888888889,18.5563888888889
125238,Técpan De Galeana,15119,-100.63,17.2138888888889
125617,Teloloapan,23549,-99.8663888888889,18.3647222222222
125904,Tixtla De Guerrero,22826,-99.4022222222222,17.5655555555556
126115,Tlapa De Comonfort,46975,-98.5786111111111,17.5433333333333
126928,Zumpango Del Río,24719,-99.5283333333333,17.6513888888889
127382,Abasolo,27389,-101.528888888889,20.4511111111111
127684,Acámbaro,57972,-100.721388888889,20.0325
127898,San Miguel De Allende,69811,-100.743888888889,20.9152777777778
128410,Apaseo El Alto,27991,-100.621666666667,20.4555555555556
128542,Apaseo El Grande,26121,-100.686666666667,20.5469444444444
128743,Celaya,340387,-100.815,20.5288888888889
128776,Rincón De Tamayo,10324,-100.755277777778,20.4227777777778
128791,San Miguel Octopan,13303,-100.7475,20.5747222222222
129043,Ciudad Manuel Doblado,13956,-101.949166666667,20.7283333333333
129334,Comonfort,23683,-100.756666666667,20.715
129341,Empalme Escobedo,13384,-100.749722222222,20.6725
129510,Cortazar,61658,-100.961111111111,20.4827777777778
129617,Cuerámaro,13948,-101.673888888889,20.6258333333333
129774,Dolores Hidalgo Cuna De La Independencia Nacional,59240,-100.9325,21.1561111111111
130352,Marfil,29375,-101.285555555556,20.9975
130313,Guanajuato,72237,-101.256666666667,21.0177777777778
130577,Irapuato,380941,-101.3475,20.6741666666667
131056,Jaral Del Progreso,20457,-101.066388888889,20.3733333333333
131278,León De Los Aldama,1238962,-101.680555555556,21.1197222222222
131465,Medina,16166,-101.6225,21.1497222222222
131514,Centro Familiar La Soledad,32159,-101.749722222222,21.135
131610,La Ermita,19703,-101.733055555556,21.1519444444444
131881,Moroleón,43200,-101.19,20.1297222222222
132032,Pénjamo,40070,-101.722222222222,20.4311111111111
132241,Santa Ana Pacueco,10052,-102.015833333333,20.3472222222222
132591,Purísima De Bustos,43512,-101.879166666667,21.0305555555556
132697,Romita,21176,-101.516666666667,20.8702777777778
132925,Salamanca,160169,-101.197222222222,20.5702777777778
133027,Valtierrilla,12713,-101.1275,20.5322222222222
133259,Salvatierra,37203,-100.878055555556,20.215
133535,San Felipe,28452,-101.213611111111,21.4808333333333
133962,San Francisco Del Rincón,71139,-101.857777777778,21.0183333333333
134156,San José Iturbide,23471,-100.387222222222,20.9988888888889
134366,San Luis De La Paz,49914,-100.516388888889,21.2986111111111
134861,Juventino Rosas,42264,-100.995,20.6433333333333
135045,Silao,74242,-101.426666666667,20.9436111111111
135479,Tarimoro,12188,-100.758055555556,20.2886111111111
135635,Uriangato,51382,-101.179722222222,20.1388888888889
135671,Valle De Santiago,68058,-101.191388888889,20.3927777777778
136068,Villagrán,27079,-100.995277777778,20.5130555555556
136266,Yuriria,25216,-101.1275,20.2122222222222
136377,Canatlán,11495,-104.778333333333,24.5275
136790,Victoria De Durango,518709,-104.654444444444,24.0227777777778
137382,Gómez Palacio,257352,-103.498333333333,25.5611111111111
137741,Guadalupe Victoria,16506,-104.122222222222,24.4461111111111
138106,Lerdo,79669,-103.524444444444,25.5361111111111
139700,Villa Unión,10753,-104.044444444444,23.9747222222222
139728,El Salto,24241,-105.360277777778,23.7783333333333
140587,Santiago Papasquiaro,26121,-105.419166666667,25.0438888888889
142052,Vicente Guerrero,15982,-103.987777777778,23.7311111111111
142070,Nuevo Ideal,10876,-105.073888888889,24.8880555555556
142171,Azcapotzalco,414711,-99.1833333333333,19.4827777777778
142172,Coyoacán,620416,-99.1616666666667,19.35
142173,Cuajimalpa De Morelos,160491,-99.2847222222222,19.3744444444444
142175,San Lorenzo Acopilco,23037,-99.3255555555556,19.3288888888889
142193,Gustavo A. Madero,1185772,-99.1125,19.4822222222222
142194,Iztacalco,384326,-99.0977777777778,19.3952777777778
142195,Iztapalapa,1815786,-99.0930555555556,19.3583333333333
142196,La Magdalena Contreras,238431,-99.2138888888889,19.3333333333333
142209,Villa Milpa Alta,18274,-99.0230555555556,19.1922222222222
142210,San Antonio Tecómitl,24397,-98.9880555555556,19.2177777777778
142212,San Francisco Tecoxpa,11456,-99.0063888888889,19.1916666666667
142213,San Pablo Oztotepec,15507,-99.0725,19.1858333333333
142215,San Salvador Cuauhtenco,13856,-99.0875,19.1908333333333
142216,Santa Ana Tlacotenco,10593,-98.9961111111111,19.1738888888889
142434,Álvaro Obregón,726664,-99.2,19.4
142438,Tláhuac,305076,-99.0541666666667,19.3041666666667
142439,San Andrés Mixquic,13310,-98.9641666666667,19.2244444444444
142440,San Juan Ixtayopan,24120,-98.9947222222222,19.2419444444444
142479,Tlalpan,574577,-99.225,19.3083333333333
142481,San Miguel Ajusco,29781,-99.205,19.2172222222222
142482,San Miguel Topilejo,34603,-99.1416666666667,19.2005555555556
142620,Xochimilco,407885,-99.1388888888889,19.275
142714,Benito Juárez,385439,-99.1583333333333,19.4016666666667
142715,Cuauhtémoc,531831,-99.1444444444444,19.4430555555556
142716,Miguel Hidalgo,372889,-99.1911111111111,19.4066666666667
142717,Venustiano Carranza,430978,-99.1138888888889,19.4166666666667
142853,Juan Aldama,18642,-105.911111111111,28.8386111111111
143102,Ascensión,13456,-107.996388888889,31.0927777777778
144261,San Juanito,10535,-107.600277777778,27.97
144738,Santa Rosalía De Camargo,40221,-105.1725,27.6869444444444
145569,Cuauhtémoc,114007,-106.866666666667,28.405
146091,Chihuahua,809232,-106.088888888889,28.6352777777778
146560,Delicias,118071,-105.471111111111,28.1933333333333
147038,Guachochi,14513,-107.07,26.8194444444444
150031,Hidalgo Del Parral,104836,-105.663055555556,26.9325
150385,José Mariano Jiménez,34281,-104.923333333333,27.13
150678,Juárez,1321004,-106.486944444444,31.7394444444444
150876,Madera,15447,-108.141388888889,29.19
151296,Pedro Meoqui,22574,-105.482222222222,28.2677777777778
152401,Nuevo Casas Grandes,55553,-107.9125,30.4133333333333
152605,Manuel Ojinaga,22744,-104.416388888889,29.5644444444444
153428,Saucillo,11004,-105.289166666667,28.0322222222222
155088,Acala,13889,-92.8055555555556,16.5561111111111
155906,Jaltenango De La Paz (Ángel Albino Corzo),10427,-92.7238888888889,15.8708333333333
155996,Arriaga,24447,-93.8986111111111,16.2338888888889
156367,Berriozábal,28128,-93.2727777777778,16.8
156673,Bochil,12404,-92.8902777777778,16.9952777777778
156797,Cacahoatán,16572,-92.1652777777778,14.9891666666667
157071,Cintalapa De Figueroa,42467,-93.7202777777778,16.6977777777778
157677,Comitán De Domínguez,97537,-92.1341666666667,16.2511111111111
158884,Chiapa De Corzo,45077,-93.0455555555556,16.7458333333333
160251,Frontera Comalapa,18704,-92.1413888888889,15.6583333333333
160769,Huixtla,32033,-92.4619444444444,15.1352777777778
161861,Mapastepec,17931,-92.8916666666667,15.4416666666667
162415,Las Margaritas,20786,-91.9816666666667,16.3152777777778
163014,Motozintla De Mendoza,23755,-92.2480555555556,15.3625
163385,Ocosingo,41878,-92.0961111111111,16.9072222222222
163493,Nueva Palestina,10588,-91.26,16.8172222222222
164537,Ocozocoautla De Espinosa,39180,-93.375,16.7625
165506,Palenque,42947,-91.9822222222222,17.5091666666667
166362,Pichucalco,14212,-93.1180555555555,17.5094444444444
166435,Pijijiapan,16917,-93.2091666666667,15.6866666666667
167420,Pueblo Nuevo Solistahuacán,10043,-92.8969444444445,17.1569444444444
167536,Reforma,26257,-93.1463888888889,17.8638888888889
167570,Las Rosas,18817,-92.3708333333333,16.3625
168053,San Cristóbal De Las Casas,158027,-92.6383333333333,16.7366666666667
168465,Simojovel De Allende,10762,-92.715,17.14
168876,Suchiapa,16637,-93.0916666666667,16.6294444444444
168944,Ciudad Hidalgo,14606,-92.1497222222222,14.6791666666667
169108,Tapachula De Córdova Y Ordóñez,202672,-92.2605555555556,14.9080555555556
170097,Teopisca,16240,-92.4736111111111,16.5394444444444
170355,Tonalá,35322,-93.7513888888889,16.0894444444444
171478,Tuxtla Gutiérrez,537102,-93.1155555555555,16.7530555555556
171886,Venustiano Carranza,15496,-92.5638888888889,16.3380555555556
172179,Villa Corzo,10841,-93.2675,16.1847222222222
172222,El Parral,10865,-93.0063888888889,16.3661111111111
173448,Villaflores,37237,-93.2666666666667,16.2336111111111
174506,Yajalón,16622,-92.3336111111111,17.1733333333333
175022,Ciudad De Armería,15923,-103.964722222222,18.9347222222222
175113,Colima,137383,-103.730833333333,19.2436111111111
175395,Coquimatlán,13358,-103.811388888889,19.1977777777778
175574,Manzanillo,130035,-104.315833333333,19.0522222222222
175585,El Colomo,10255,-104.26,19.0605555555556
175790,Tecomán,85689,-103.874722222222,18.9088888888889
176168,Ciudad De Villa De Álvarez,117600,-103.737777777778,19.2672222222222
176276,Ciudad Acuña,134233,-100.931666666667,29.3241666666667
176421,Allende,20694,-100.854166666667,28.3472222222222
176879,Castaños,23649,-101.430555555556,26.7852777777778
176967,Cuatro Ciénegas De Carranza,10309,-102.066666666667,26.9858333333333
177080,Francisco I. Madero (Chávez),26632,-103.273055555556,25.775
177202,Frontera,69462,-101.449444444444,26.9261111111111
177632,Matamoros,52233,-103.228055555556,25.5277777777778
177789,Monclova,215271,-101.416666666667,26.9008333333333
177961,Ciudad Melchor Múzquiz,35060,-101.514444444444,27.8775
177978,Palaú,16970,-101.423333333333,27.8897222222222
178151,Nava,22192,-100.7675,28.4213888888889
178385,Parras De La Fuente,33817,-102.183611111111,25.4369444444444
178550,Piedras Negras,150178,-100.523055555556,28.7
178632,Ramos Arizpe,66554,-100.950277777778,25.5436111111111
178840,Sabinas,54905,-101.12,27.8483333333333
178947,Saltillo,709671,-101,25.4333333333333
179194,San Buenaventura,20480,-101.548333333333,27.0597222222222
179249,Nueva Rosita,38158,-101.2175,27.9386111111111
179312,San Pedro,48746,-102.984444444444,25.7588888888889
179657,Torreón,608836,-103.441666666667,25.5444444444444
179904,Zaragoza,10461,-100.916666666667,28.4872222222222
180084,Calkiní,14934,-90.0505555555555,20.3711111111111
180088,Dzitbalché,11686,-90.0566666666667,20.3197222222222
180135,San Francisco De Campeche,220389,-90.5366666666667,19.8458333333333
180340,Ciudad Del Carmen,169466,-91.8352777777778,18.6383333333333
181215,Champotón,30881,-90.7233333333333,19.3555555555556
181495,Hecelchakán,10285,-90.1338888888889,20.1769444444444
181815,Escárcega,29477,-90.7319444444445,18.6044444444444
182860,Ciudad Constitución,40935,-111.670277777778,25.0322222222222
183511,Santa Rosalía,11765,-112.266944444444,27.3388888888889
183529,Guerrero Negro,13054,-114.056111111111,27.9588888888889
183970,La Paz,215178,-110.310833333333,24.1422222222222
185014,San José Del Cabo,69788,-109.708055555556,23.0613888888889
185038,Cabo San Lucas,68463,-109.915555555556,22.8897222222222
185123,Las Veredas,10478,-109.706111111111,23.1502777777778
185325,Colonia Del Sol,48032,-109.920833333333,22.9125
185381,Las Palmas,11562,-109.941666666667,22.9363888888889
185563,Loreto,14724,-111.343333333333,26.0127777777778
185714,Ensenada,279765,-116.605833333333,31.8577777777778
185745,Lázaro Cárdenas,16294,-115.933333333333,30.5255555555556
185747,Rodolfo Sánchez Taboada (Maneadero),22957,-116.570833333333,31.7275
185787,Vicente Guerrero,11455,-115.988888888889,30.7258333333333
187423,Mexicali,689775,-115.467777777778,32.6633333333333
187465,Ciudad Guadalupe Victoria (Kilómetro Cuarenta Y Tres),17119,-115.104444444444,32.2941666666667
187514,Progreso,12557,-115.584166666667,32.5841666666667
187515,Puebla,15168,-115.351944444444,32.5669444444444
187529,San Felipe,16702,-114.835277777778,31.0275
187530,Santa Isabel,29311,-115.575555555556,32.6313888888889
189073,Tecate,64764,-116.640277777778,32.5722222222222
189518,Tijuana,1300983,-117.043611111111,32.5347222222222
189528,La Joya,26860,-117.003055555556,32.4455555555556
189558,Las Delicias,15486,-116.943611111111,32.4088888888889
189628,Terrazas Del Valle,20421,-116.826666666667,32.4875
189823,Pórticos De San Antonio,34234,-117.034166666667,32.4425
189835,El Refugio,36400,-116.832777777778,32.4552777777778
189925,Villa Del Prado 2da Sección,18226,-116.971666666667,32.4238888888889
189987,Villa Del Campo,13906,-116.738333333333,32.5075
189997,Villa Del Prado,12303,-116.966111111111,32.4083333333333
190050,Playas De Rosarito,65278,-117.056111111111,32.3422222222222
190257,Aguascalientes,722250,-102.296111111111,21.8808333333333
191014,Calvillo,19742,-102.718611111111,21.8469444444444
191223,Jesús María,43012,-102.343333333333,21.9611111111111
191243,Jesús Gómez Portugal (Margaritas),11589,-102.291388888889,21.9991666666667
191458,Pabellón De Arteaga,28633,-102.278333333333,22.1475
191644,Rincón De Romos,27988,-102.3225,22.2297222222222
192154,San Francisco De Los Romo,16124,-102.270277777778,22.0725
134,Víctor Rosales,32721,-102.702222222222,22.9488888888889
430,Fresnillo,120944,-102.8675,23.1755555555556
1258,Guadalupe,124623,-102.507777777778,22.7527777777778
1441,Jalpa,14199,-102.979444444444,21.6313888888889
1565,Jerez De García Salinas,43064,-102.990277777778,22.6486111111111
1750,Juan Aldama,15431,-103.394444444444,24.2894444444444
1797,Loreto,24260,-101.9875,22.2733333333333
4682,Acanceh,10968,-89.4536111111111,20.8127777777778
2194,Miguel Auza,13551,-103.449722222222,24.2938888888889
2484,Nochistlán De Mejía,16562,-102.845555555556,21.3605555555556
2684,Ojocaliente,20851,-102.251388888889,22.57
3226,Río Grande,32944,-103.036388888889,23.8225
3371,Sombrerete,21702,-103.639722222222,23.6347222222222
3762,Tlaltenango De Sánchez Román,16396,-103.303611111111,21.7816666666667
3840,Valparaíso,12919,-103.567777777778,22.7702777777778
4453,Villanueva,12269,-102.883055555556,22.3536111111111
4565,Zacatecas,129011,-102.575277777778,22.7716666666667
4633,Trancoso,14021,-102.364444444444,22.7313888888889
4701,Akil,10176,-89.3477777777778,20.2655555555556
4920,Chemax,14885,-87.9372222222222,20.655
5139,Espita,11551,-88.3047222222222,21.0127777777778
5209,Hunucmá,24910,-89.8744444444444,21.0152777777778
5234,Izamal,16195,-89.0177777777778,20.9313888888889
5261,Kanasín,77240,-89.5577777777778,20.9344444444444
5334,Maxcanú,12621,-90.0008333333333,20.5830555555556
5360,Mérida,777615,-89.6216666666667,20.9677777777778
5532,Motul De Carrillo Puerto,23240,-89.2830555555555,21.095
5581,Muna,11469,-89.7130555555556,20.4847222222222
5607,Oxkutzcab,23096,-89.4183333333333,20.3027777777778
5715,Peto,19821,-88.9213888888889,20.1255555555556
5770,Progreso,37369,-89.6636111111111,21.2827777777778
6009,Tekax De Álvaro Obregón,25751,-89.2880555555556,20.2019444444444
6220,Ticul,32796,-89.5338888888889,20.3952777777778
6292,Tixkokob,10968,-89.3936111111111,21.0022222222222
6345,Tizimín,46971,-88.1647222222222,21.1425
6867,Umán,39611,-89.75,20.8833333333333
6929,Valladolid,48973,-88.2016666666667,20.6894444444444
7304,Ciudad De Apizaco,49506,-98.14,19.4155555555556
7328,Calpulalpan,33263,-98.5691666666667,19.5877777777778
7434,Villa De El Carmen Tequexquitla,14249,-97.6558333333333,19.3244444444444
7474,Santa Ana Chiautempan,48030,-98.1925,19.3138888888889
7541,Huamantla,51996,-97.9233333333333,19.3113888888889
7750,Contla,27610,-98.1677777777778,19.3333333333333
7796,Ciudad De Nanacamilpa,12177,-98.5352777777778,19.4925
7899,Villa Vicente Guerrero,60001,-98.17,19.1188888888889
7947,Tenancingo,11636,-98.2011111111111,19.1469444444444
7953,Teolocholco,16240,-98.1908333333333,19.2433333333333
8023,Tetla,15161,-98.1033333333333,19.4405555555556
8089,Tlaxcala De Xicohténcatl,14692,-98.2386111111111,19.3166666666667
8090,Ocotlán,22248,-98.2283333333333,19.3166666666667
8098,Santa María Acuitlapilco,13386,-98.2358333333333,19.2775
8105,Tlaxco,14806,-98.1186111111111,19.6138888888889
8284,San Andrés Ahuashuatepec,10114,-98.1033333333333,19.3777777777778
8298,Xaloztoc,10191,-98.0486111111111,19.4036111111111
8333,Papalotla,22969,-98.2038888888889,19.1686111111111
8342,Xicohtzinco,12255,-98.2333333333333,19.1738888888889
8361,Zacatelco,38466,-98.2397222222222,19.2158333333333
8404,La Magdalena Tlaltelulco,16834,-98.1938888888889,19.2758333333333
8522,Acayucan,50934,-94.9130555555556,17.9508333333333
9266,Altotonga,19722,-97.2455555555556,19.7661111111111
9360,Alvarado,23128,-95.7663888888889,18.7761111111111
9628,Naranjos,20073,-97.6833333333333,21.3472222222222
9769,Ángel R. Cabada,12033,-95.4469444444445,18.5944444444444
9955,José Cardel,19092,-96.37,19.3683333333333
10079,General Miguel Alemán (Potrero Nuevo),14287,-96.7969444444444,18.8944444444444
10435,Banderilla,19649,-96.9388888888889,19.5905555555556
10540,Veracruz,126507,-96.1166666666667,19.1441666666667
10584,Ciudad Mendoza,35641,-97.1833333333333,18.8036111111111
10685,Catemaco,27615,-95.1125,18.4261111111111
11014,Cerro Azul,22268,-97.7397222222222,21.1877777777778
11112,Coatepec,53621,-96.9586111111111,19.4552777777778
11222,Coatzacoalcos,235983,-94.4633333333333,18.1358333333333
11223,Allende,23620,-94.3811111111111,18.1330555555556
11275,Fraccionamiento Ciudad Olmeca,16074,-94.5525,18.1505555555556
11298,Coatzintla,34036,-97.46,20.4858333333333
11528,Córdoba,140896,-96.94,18.8902777777778
11530,La Luz Francisco I. Madero (San Román),11099,-96.9666666666667,18.8791666666667
11624,Cosamaloapan,30577,-95.7908333333333,18.3766666666667
11769,Coscomatepec De Bravo,15252,-97.0477777777778,19.0730555555556
11831,Cosoleacaque,22454,-94.6363888888889,17.9994444444444
11870,Minatitlán,47499,-94.5697222222222,18.0125
38745,Nacajuca,11289,-93.0175,18.1663888888889
12279,Cuitláhuac,13651,-96.7263888888889,18.8147222222222
13062,Las Choapas,42693,-94.0983333333333,17.9086111111111
13713,Chocamán,10727,-97.0280555555556,19.0138888888889
14041,Filomeno Mata,13304,-97.7038888888889,20.1983333333333
14050,Fortín De Las Flores,21370,-97,18.9080555555556
14065,Córdoba (Santa Leticia),11720,-96.9788888888889,18.9086111111111
14111,Gutiérrez Zamora,13651,-97.0897222222222,20.4536111111111
14344,Huatusco De Chicuellar,31305,-96.9675,19.1494444444444
14700,Isla,26287,-95.5263888888889,18.0291666666667
15190,Ixhuatlán Del Sureste,10149,-94.3908333333333,18.0227777777778
15489,Ixtaczoquitlán,26187,-97.0622222222222,18.8627777777778
15551,Jalacingo,13310,-97.3077777777778,19.8044444444444
15591,Xalapa-Enríquez,424755,-96.9091666666667,19.5380555555556
15652,Jáltipan De Morelos,32778,-94.7144444444445,17.9702777777778
16127,Xico,18652,-97.0047222222222,19.4216666666667
16232,Juan Rodríguez Clara,14628,-95.4013888888889,17.9938888888889
16541,Lerdo De Tejada,18715,-95.5141666666667,18.6238888888889
