gid,genus,species,x,y
784866,Quercus,crassifolia,-108.141111111111,29.1916666666667
784867,Quercus,crassifolia,-104.3,23.45
784868,Quercus,crassifolia,-96.33333,16.91667
784869,Quercus,crassifolia,-100.937777777778,21.8083333333333
784870,Quercus,crassifolia,-97.033,18.25
784871,Quercus,crassifolia,-105.775,23.6583333333333
784872,Quercus,crassifolia,-108.3333,28.29167
784873,Quercus,crassifolia,-98.6583333333333,20.1236111111111
784874,Quercus,crassifolia,-98.0730555555556,20.1730555555556
784875,Quercus,crassifolia,-98.425,20.6416666666667
784876,Quercus,crassifolia,-98.65,20.125
784877,Quercus,crassifolia,-98.4686111111111,20.5775
784878,Quercus,crassifolia,-99.51329,21.0796
784879,Quercus,crassifolia,-105.85,24.55
784880,Quercus,crassifolia,-108.14111111111,29.191666666667
784881,Quercus,crassifolia,-98.825,17.546666666667
784882,Quercus,crassifolia,-102.058333333333,19.6583333333333
784883,Quercus,crassifolia,-105.967,24.95
784884,Quercus,crassifolia,-100.108333333333,19.375
784885,Quercus,crassifolia,-105,24
784886,Quercus,crassifolia,-97.133,19.7
784887,Quercus,crassifolia,-98.109403,19.143959
784888,Quercus,crassifolia,-97.1,19.6366666666667
784889,Quercus,crassifolia,-98.425,20.6416666666667
784890,Quercus,crassifolia,-97.1583333333333,18.775
784891,Quercus,crassifolia,-97.196883,19.145345
784892,Quercus,crassifolia,-98.4916666666667,20.3916666666667
784893,Quercus,crassifolia,-98.8416666666667,17.4416666666667
784894,Quercus,crassifolia,-98.6583333333333,20.6416666666667
784895,Quercus,crassifolia,-99.8133333333333,20.6936111111111
784896,Quercus,crassifolia,-100.241666666667,21.2416666666667
784897,Quercus,crassifolia,-92.2152777777778,15.3458333333333
784898,Quercus,crassifolia,-97.0416666666667,17.2083333333333
784899,Quercus,crassifolia,-108.211,28.189
784900,Quercus,crassifolia,-99.067,21.167
784901,Quercus,crassifolia,-98.575,20.625
784902,Quercus,crassifolia,-109.028,28.346
784903,Quercus,crassifolia,-96.625,17.525
784904,Quercus,crassifolia,-108.35,28.3
784905,Quercus,crassifolia,-96.4022222222222,16.8283333333333
784906,Quercus,crassifolia,-98.566338,19.591459
784907,Quercus,crassifolia,-98.697,20.757
784908,Quercus,crassifolia,-99.7441666666667,18.615
784909,Quercus,crassifolia,-105.45666666667,23.645
784910,Quercus,crassifolia,-97.0416666666667,18.2583333333333
784911,Quercus,crassifolia,-108.233,28.283
784912,Quercus,crassifolia,-98.1,19.217
784913,Quercus,crassifolia,-96.33334,16.91667
784914,Quercus,crassifolia,-99.9244388888889,24.1052805555556
784915,Quercus,crassifolia,-98.6969444444444,20.2125
784916,Quercus,crassifolia,-97.245,19.56
784917,Quercus,crassifolia,-100.75,22.233
784918,Quercus,crassifolia,-99.975,19.8416666666667
784919,Quercus,crassifolia,-100.066666666667,17.5716666666667
784921,Quercus,crassifolia,-100.658,19.782
784922,Quercus,crassifolia,-96.22,17.235
784923,Quercus,crassifolia,-105.644722222222,24.1238888888889
784924,Quercus,crassifolia,-98.3572222222222,20.635
784925,Quercus,crassifolia,-98.1022222222222,20.1119444444444
784926,Quercus,crassifolia,-96.9663888888889,19.5783333333333
784927,Quercus,crassifolia,-96.998333333333,17.03
784928,Quercus,crassifolia,-96.219638888889,17.235055555556
784929,Quercus,crassifolia,-97.1541666666667,19.5897222222222
784930,Quercus,crassifolia,-104.82222222222,20.380555555556
784931,Quercus,crassifolia,-93.116666666667,16.751666666667
784932,Quercus,crassifolia,-106.541666666667,25.4916666666667
784933,Quercus,crassifolia,-100.608333333333,22.0416666666667
784934,Quercus,crassifolia,-98.7083333333333,20.1319444444444
784935,Quercus,crassifolia,-98.675,20.6416666666667
784936,Quercus,crassifolia,-96.571666666667,19.358333333333
784937,Quercus,crassifolia,-98.4916666666667,20.4583333333333
784938,Quercus,crassifolia,-99.8777777777778,17.7491666666667
784939,Quercus,crassifolia,-97.733562,20.113694
784940,Quercus,crassifolia,-99.7416666666667,21.1083333333333
784941,Quercus,crassifolia,-97.71966,19.85148
784942,Quercus,crassifolia,-92.2722222222222,16.6527777777778
784943,Quercus,crassifolia,-96.625,17.525
784944,Quercus,crassifolia,-96.33334,16.91667
784945,Quercus,crassifolia,-108.21111,28.18889
784946,Quercus,crassifolia,-92.7,16.65
784947,Quercus,crassifolia,-102.28889,19.8025
784948,Quercus,crassifolia,-98.516388888889,19.818055555556
784949,Quercus,crassifolia,-106.11833333333,24.895
784950,Quercus,crassifolia,-98.65,20.633
784951,Quercus,crassifolia,-92.28,15.45
784952,Quercus,crassifolia,-101.138,19.572
784953,Quercus,crassifolia,-99.1320777777778,21.2900027777778
784954,Quercus,crassifolia,-105.515,24.37
784955,Quercus,crassifolia,-108.14111111111,29.191666666667
784956,Quercus,crassifolia,-99.475,19.625
784957,Quercus,crassifolia,-99.9341666666667,18.8302777777778
784958,Quercus,crassifolia,-100.686666666667,19.8966666666667
784959,Quercus,crassifolia,-97.6897222222222,17.3605555555556
784960,Quercus,crassifolia,-98.5083333333333,20.5416666666667
784961,Quercus,crassifolia,-97.5872222222222,19.8738888888889
784962,Quercus,crassifolia,-96.373333333333,16.65
784963,Quercus,crassifolia,-92.5,16.8166666666667
784964,Quercus,crassifolia,-98.7311111111111,20.1881472222222
784965,Quercus,crassifolia,-100.34,19.5963888888889
784966,Quercus,crassifolia,-97.4408333333333,19.2922222222222
784967,Quercus,crassifolia,-99.6763888888889,17.6577777777778
784968,Quercus,crassifolia,-105.908333333333,24.225
784969,Quercus,crassifolia,-97.0916666666667,19.625
784970,Quercus,crassifolia,-97.9286111111111,19.3286111111111
784971,Quercus,crassifolia,-97.9008333333333,20.0319444444444
784973,Quercus,crassifolia,-98.5163888888889,19.8180555555556
784974,Quercus,crassifolia,-99.411666666667,19.556666666667
784975,Quercus,crassifolia,-103.92333333333,23.62
784976,Quercus,crassifolia,-94.336666666667,17.11
784977,Quercus,crassifolia,-98.478333333333,20.535
784978,Quercus,crassifolia,-102.0475,19.641388888889
784979,Quercus,crassifolia,-97.83,17.305
784980,Quercus,crassifolia,-97.8422222222222,19.9925
784981,Quercus,crassifolia,-108.358,28.3
784982,Quercus,crassifolia,-101.63833333333,19.404722222222
784983,Quercus,crassifolia,-92.4,16.5638888888889
784984,Quercus,crassifolia,-99.475,20.925
784985,Quercus,crassifolia,-108.33333,28.29167
784986,Quercus,crassifolia,-91.8013888888889,16.5277777777778
784987,Quercus,crassifolia,-108.14111111111,29.191666666667
784988,Quercus,crassifolia,-99.7441666666667,18.615
784990,Quercus,crassifolia,-108.35,28.3
784991,Quercus,crassifolia,-105.72166666667,25.34
784993,Quercus,crassifolia,-97.1583333333333,18.275
784994,Quercus,crassifolia,-99.1583333333333,19.2083333333333
784995,Quercus,crassifolia,-97.9677777777778,19.8911111111111
784996,Quercus,crassifolia,-98.6222222222222,20.0958333333333
784997,Quercus,crassifolia,-98.670555555556,20.121388888889
784998,Quercus,crassifolia,-99.6797222222222,18.5877777777778
784999,Quercus,crassifolia,-100.15666666667,20.151666666667
785000,Quercus,crassifolia,-97.623333333333,19.375
785001,Quercus,crassifolia,-106.333,25.167
785002,Quercus,crassifolia,-100.687,19.897
785003,Quercus,crassifolia,-101.458333333333,19.2416666666667
785004,Quercus,crassifolia,-96.9994444444444,17.0316666666667
785005,Quercus,crassifolia,-105.967,24.95
785006,Quercus,crassifolia,-97.125,19.6083333333333
785007,Quercus,crassifolia,-98.1,19.216666666667
785008,Quercus,crassifolia,-97.263333333333,19.485
785009,Quercus,crassifolia,-98.7488888888889,19.4072222222222
785010,Quercus,crassifolia,-97.7297222222222,17.7294444444444
785011,Quercus,crassifolia,-97.7119444444444,19.8572222222222
785012,Quercus,crassifolia,-98.1,19.216666666667
785013,Quercus,crassifolia,-99.1422222222222,19.2008333333333
785014,Quercus,crassifolia,-99.1661111111111,21.2930555555556
785015,Quercus,crassifolia,-105.76,25.021666666667
785016,Quercus,crassifolia,-108.143888888889,29.1869444444444
785017,Quercus,crassifolia,-99.42,19.6361111111111
785018,Quercus,crassifolia,-96.815,16.856666666667
785019,Quercus,crassifolia,-105.70833333333,24.43
785020,Quercus,crassifolia,-92.3444444444444,16.775
785021,Quercus,crassifolia,-108.211,28.189
785023,Quercus,crassifolia,-99.8083333333333,20.6916666666667
785024,Quercus,crassifolia,-108.042,28.292
785025,Quercus,crassifolia,-99.233333,20.5
785026,Quercus,crassifolia,-105.42027777778,25.045
785027,Quercus,crassifolia,-96.7161111111111,17.1272222222222
785028,Quercus,crassifolia,-99.428888888889,19.681944444444
785029,Quercus,crassifolia,-98.6475,20.105555555556
785030,Quercus,crassifolia,-96.5430555555556,17.5927777777778
785031,Quercus,crassifolia,-98.0569444444444,20.18
785032,Quercus,crassifolia,-98.478333333333,20.535
785033,Quercus,crassifolia,-101.133333333333,19.6183333333333
785034,Quercus,crassifolia,-100.772780555556,19.62
785035,Quercus,crassifolia,-99.7563888888889,18.6355555555556
785036,Quercus,crassifolia,-97.113333333333,19.691666666667
785037,Quercus,crassifolia,-92.3694444444444,16.6388888888889
785038,Quercus,crassifolia,-105.407,24.947
785039,Quercus,crassifolia,-99.87444,19.7975
785040,Quercus,crassifolia,-99.7980555555555,21.0272222222222
785041,Quercus,crassifolia,-99.6505555555556,21.0822222222222
785042,Quercus,crassifolia,-100.44027777778,21.501666666667
785043,Quercus,crassifolia,-98.1,19.217
785044,Quercus,crassifolia,-98.6586111111111,20.6463888888889
785045,Quercus,crassifolia,-100.135277777778,19.2038888888889
785046,Quercus,crassifolia,-98.875,19.8083333333333
785047,Quercus,crassifolia,-103.134444444444,18.8025
785048,Quercus,crassifolia,-105.808333333333,23.6416666666667
785049,Quercus,crassifolia,-106.325,25.0583333333333
785050,Quercus,crassifolia,-106.325,25.0583333333333
785051,Quercus,crassifolia,-98.5416666666667,20.725
785052,Quercus,crassifolia,-98.425,20.6416666666667
785053,Quercus,crassifolia,-99.5883333333333,20.8516666666667
785054,Quercus,crassifolia,-100.215,21.2116666666667
785055,Quercus,crassifolia,-108.32307,28.27933
785056,Quercus,crassifolia,-101.13333333333,19.618333333333
785057,Quercus,crassifolia,-99.5641666666667,21.0169444444444
785058,Quercus,crassifolia,-107.490277777778,26.8202777777778
785059,Quercus,crassifolia,-100.608333333333,22.0327777777778
785060,Quercus,crassifolia,-100.455555555556,18.8766666666667
785061,Quercus,crassifolia,-92.6972222222222,16.725
785062,Quercus,crassifolia,-101.95472222222,19.686111111111
785063,Quercus,crassifolia,-98.4891666666667,20.5380555555556
785064,Quercus,crassifolia,-97.96611,19.94778
785065,Quercus,crassifolia,-92.5388888888889,16.6638888888889
785066,Quercus,crassifolia,-99.075,21.175
785067,Quercus,crassifolia,-92.5277777777778,16.6194444444444
785068,Quercus,crassifolia,-98.731666666667,20.215
785069,Quercus,crassifolia,-101.13333333333,19.618333333333
785070,Quercus,crassifolia,-98.75,19.940277777778
785071,Quercus,crassifolia,-95.0005555555556,17.9047222222222
785072,Quercus,crassifolia,-99.9916666666667,18.825
785073,Quercus,crassifolia,-99.52,19.8233333333333
785074,Quercus,crassifolia,-106.022222222222,25.1355555555556
785075,Quercus,crassifolia,-98.573,20.652
785076,Quercus,crassifolia,-91.8539722222222,16.4302472222222
785077,Quercus,crassifolia,-97.1583333333333,18.775
785078,Quercus,crassifolia,-104.607,22.773
785079,Quercus,crassifolia,-98.4916666666667,20.525
785080,Quercus,crassifolia,-98.4916666666667,20.5416666666667
785081,Quercus,crassifolia,-105.541666666667,24.2916666666667
785082,Quercus,crassifolia,-98.675,17.243333333333
785083,Quercus,crassifolia,-100.308333333333,18.975
785084,Quercus,crassifolia,-100.215,21.212
785085,Quercus,crassifolia,-105.505277777778,26.4338888888889
785086,Quercus,crassifolia,-92.5902777777778,16.7819444444444
785087,Quercus,crassifolia,-105.90745,24.96138
785088,Quercus,crassifolia,-100.741666666667,19.6819444444444
785089,Quercus,crassifolia,-98.561666666667,20.628333333333
785090,Quercus,crassifolia,-97.6761111111111,17.3272222222222
785091,Quercus,crassifolia,-91.965,16.5269444444444
785092,Quercus,crassifolia,-106.11833333333,24.895
785093,Quercus,crassifolia,-94.336666666667,17.11
785094,Quercus,crassifolia,-106.441666666667,25.0916666666667
785095,Quercus,crassifolia,-108.046666666667,27.2966666666667
785096,Quercus,crassifolia,-105.591666666667,24.3583333333333
785097,Quercus,crassifolia,-100.08861,18.95252
785099,Quercus,crassifolia,-98.3580555555556,20.3488888888889
785100,Quercus,crassifolia,-100.41,19.67
785101,Quercus,crassifolia,-97.133333333333,19.7
785102,Quercus,crassifolia,-100.245,21.3433333333333
785103,Quercus,crassifolia,-99.5583333333333,20.925
785104,Quercus,crassifolia,-108.277,28.184
785105,Quercus,crassifolia,-99.233333,20.65
785106,Quercus,crassifolia,-99.233333,20.5
785107,Quercus,crassifolia,-92.3347222222222,15.4138888888889
785108,Quercus,crassifolia,-96.5730555555556,17.5686111111111
785109,Quercus,crassifolia,-97.4416666666667,19.625
785110,Quercus,crassifolia,-101.03,19.228333333333
785111,Quercus,crassifolia,-103.175,18.7916666666667
785112,Quercus,crassifolia,-99.8186111111111,17.61
785113,Quercus,crassifolia,-98.2430555555556,20.1866666666667
785114,Quercus,crassifolia,-104.326649,22.565072
785115,Quercus,crassifolia,-98.825,17.547
785116,Quercus,crassifolia,-98.675,17.2433333333333
785117,Quercus,crassifolia,-99.433611111111,19.63
785118,Quercus,crassifolia,-97.2083333333333,17.5916666666667
785119,Quercus,crassifolia,-105.967,24.95
785120,Quercus,crassifolia,-105.983,24.717
785121,Quercus,crassifolia,-106,25
785122,Quercus,crassifolia,-105.722,25.34
785123,Quercus,crassifolia,-103.848,20.787
785124,Quercus,crassifolia,-106.317,25.05
785125,Quercus,crassifolia,-99.819,17.61
785126,Quercus,crassifolia,-97.2427777777778,19.56
785127,Quercus,crassifolia,-99.8813888888889,17.7188888888889
785128,Quercus,crassifolia,-98.2838888888889,20.5763888888889
785129,Quercus,crassifolia,-98.1,19.217
785130,Quercus,crassifolia,-106.441666666667,25.5083333333333
785131,Quercus,crassifolia,-97.0091666666667,19.5869444444444
785132,Quercus,crassifolia,-98.1508333333333,20.2722222222222
785133,Quercus,crassifolia,-92.5916666666667,16.7972222222222
785134,Quercus,crassifolia,-99.525,19.475
785135,Quercus,crassifolia,-99.758333333333,21.07
785136,Quercus,crassifolia,-99.7416666666667,20.1083333333333
785137,Quercus,crassifolia,-92.7169444444445,16.7594444444444
785138,Quercus,crassifolia,-100.245,21.343333333333
785139,Quercus,crassifolia,-100.508333333333,20.1416666666667
785140,Quercus,crassifolia,-101.5,19.85
785141,Quercus,crassifolia,-92.7144444444444,16.7355555555556
785142,Quercus,crassifolia,-99.95,19.11
785143,Quercus,crassifolia,-97.245,19.56
785144,Quercus,crassifolia,-98.10083,20.11944
785145,Quercus,crassifolia,-101.025,22.0083333333333
785146,Quercus,crassifolia,-106.56666666667,26.06
785147,Quercus,crassifolia,-92.7777777777778,16.7388888888889
785148,Quercus,crassifolia,-92.8194444444444,16.7166666666667
785149,Quercus,crassifolia,-98.675,17.243333333333
785150,Quercus,crassifolia,-98.3658333333333,20.3625
785151,Quercus,crassifolia,-105.61,24.901666666667
785152,Quercus,crassifolia,-98.4605555555556,20.5841666666667
785153,Quercus,crassifolia,-100.428055555556,22.6522222222222
785154,Quercus,crassifolia,-102.941666666667,18.9083333333333
785155,Quercus,crassifolia,-100.108333333333,19.375
785156,Quercus,crassifolia,-105.992,24.698
785157,Quercus,crassifolia,-99.5,17.56
785158,Quercus,crassifolia,-104.633,23.293
785159,Quercus,crassifolia,-92.55,16.8222222222222
785160,Quercus,crassifolia,-105.61,24.902
785161,Quercus,crassifolia,-99.98,21.175
785162,Quercus,crassifolia,-97.0361111111111,18.1508333333333
785163,Quercus,crassifolia,-105,24
785164,Quercus,crassifolia,-97.623,19.375
785165,Quercus,crassifolia,-98.573333333333,20.651666666667
785166,Quercus,crassifolia,-100.687,19.897
785167,Quercus,crassifolia,-102.048,19.641
785168,Quercus,crassifolia,-98.825,17.547
785169,Quercus,crassifolia,-100.423888888889,19.7055555555556
785170,Quercus,crassifolia,-97.1183333333333,19.355
785171,Quercus,crassifolia,-97.829722222222,17.304722222222
785172,Quercus,crassifolia,-105.4225,24.9519444444444
785173,Quercus,crassifolia,-99.818611111111,17.61
785174,Quercus,crassifolia,-105.875,25.2416666666667
785175,Quercus,crassifolia,-100.375,19.492
785176,Quercus,crassifolia,-99.0258333333333,21.3766666666667
785177,Quercus,crassifolia,-98.10278,19.15
785178,Quercus,crassifolia,-101.03,19.2283333333333
785179,Quercus,crassifolia,-108.241666666667,28.2916666666667
785180,Quercus,crassifolia,-97.424968,19.628147
785181,Quercus,crassifolia,-100.275,21.3083333333333
785182,Quercus,crassifolia,-99.625,21.1416666666667
785183,Quercus,crassifolia,-98.133,19.717
785184,Quercus,crassifolia,-101.638333333333,19.4047222222222
785185,Quercus,crassifolia,-98.1338888888889,18.15
785186,Quercus,crassifolia,-104.941666666667,23.9083333333333
785187,Quercus,crassifolia,-108.729,28.175
785188,Quercus,crassifolia,-92.6972222222222,16.7416666666667
785189,Quercus,crassifolia,-104.822,20.381
785190,Quercus,crassifolia,-102.28889,19.8025
785191,Quercus,crassifolia,-97.9644444444444,17.6741666666667
785192,Quercus,crassifolia,-100.862222222222,19.7294444444444
785193,Quercus,crassifolia,-103.799166666667,22.7222222222222
785195,Quercus,crassifolia,-105.848,24.545
785196,Quercus,crassifolia,-101.80666666667,19.571666666667
785197,Quercus,crassifolia,-104.291666666667,23.4583333333333
785198,Quercus,crassifolia,-101.806666666667,19.5716666666667
785199,Quercus,crassifolia,-99.4583333333333,19.675
785200,Quercus,crassifolia,-106.118,24.895
785201,Quercus,crassifolia,-98.525,20.475
785202,Quercus,crassifolia,-108.15,28.28
785203,Quercus,crassifolia,-105.865,24.707
785204,Quercus,crassifolia,-104.85,20.7616666666667
785205,Quercus,crassifolia,-97.83,17.305
785206,Quercus,crassifolia,-101.63833333333,19.404722222222
785207,Quercus,crassifolia,-96.5783333333333,19.3625
785208,Quercus,crassifolia,-105.991666666667,24.725
785209,Quercus,crassifolia,-98.732,20.215
785210,Quercus,crassifolia,-101.508333333333,19.8583333333333
785211,Quercus,crassifolia,-106.458333333333,25.525
785212,Quercus,crassifolia,-98.10278,19.15
785213,Quercus,crassifolia,-106.533,25.483
785214,Quercus,crassifolia,-100.156666666667,20.1516666666667
785215,Quercus,crassifolia,-105.791666666667,23.7083333333333
785216,Quercus,crassifolia,-106.547,25.123
785217,Quercus,crassifolia,-98.655,20.645
785218,Quercus,crassifolia,-97.1583333333333,19.5083333333333
785219,Quercus,crassifolia,-99.6186111111111,18.5858333333333
785220,Quercus,crassifolia,-108.27388888889,29.686944444444
785221,Quercus,crassifolia,-99.233333,20.5
785222,Quercus,crassifolia,-97.9247222222222,19.1202777777778
785223,Quercus,crassifolia,-103.147777777778,18.775
785224,Quercus,crassifolia,-98.133,19.717
785225,Quercus,crassifolia,-97.964,17.674
785226,Quercus,crassifolia,-96.342,16.925
785228,Quercus,crassifolia,-108.211,28.189
785229,Quercus,crassifolia,-91.8097222222222,16.4916666666667
785230,Quercus,crassifolia,-92.525,16.6083333333333
785231,Quercus,crassifolia,-104.63333333333,23.293333333333
785232,Quercus,crassifolia,-104.60666666667,22.773333333333
785233,Quercus,crassifolia,-99.2833333333333,19.2611111111111
785234,Quercus,crassifolia,-101.363333333333,19.6216666666667
785235,Quercus,crassifolia,-98.4783333333333,20.535
785236,Quercus,crassifolia,-105.905,24.96
785237,Quercus,crassifolia,-99.625,18.5808333333333
785238,Quercus,crassifolia,-99.7563888888889,18.6355555555556
785239,Quercus,crassifolia,-96.5,17.5
785240,Quercus,crassifolia,-98.0338888888889,19.9672222222222
785241,Quercus,crassifolia,-100.440277777778,21.5016666666667
785243,Quercus,crassifolia,-105.533,23.283
785244,Quercus,crassifolia,-103.995,20.342
785245,Quercus,crassifolia,-98.1627777777778,20.0469444444444
785246,Quercus,crassifolia,-96.5002777777778,17.3336111111111
785247,Quercus,crassifolia,-97.2544444444444,19.5763888888889
785248,Quercus,crassifolia,-100.69,20.227
785249,Quercus,crassifolia,-106.525,25.0083333333333
785250,Quercus,crassifolia,-106.07222,25.12943
785251,Quercus,crassifolia,-103.018,19.913
785252,Quercus,crassifolia,-98.4363888888889,20.585
785253,Quercus,crassifolia,-98.4888888888889,20.5752777777778
785254,Quercus,crassifolia,-106.341666666667,25.175
785255,Quercus,crassifolia,-105.992,24.698
785256,Quercus,crassifolia,-97.1583333333333,19.525
785257,Quercus,crassifolia,-97.178,18.728
785259,Quercus,crassifolia,-97.7416666666667,19.5583333333333
785260,Quercus,crassifolia,-96.55333,17.53444
785261,Quercus,crassifolia,-92.5441666666667,16.6911111111111
785262,Quercus,crassifolia,-98.8238888888889,17.5591666666667
785263,Quercus,crassifolia,-105.515,24.37
785264,Quercus,crassifolia,-98.533,20.717
785265,Quercus,crassifolia,-105.975,24.9583333333333
785266,Quercus,crassifolia,-98.0702777777778,19.8430555555556
785267,Quercus,crassifolia,-105.865,24.7066666666667
785268,Quercus,crassifolia,-99.675,17.558
785269,Quercus,crassifolia,-107.741666666667,27.025
785270,Quercus,crassifolia,-98.109403,19.143959
785271,Quercus,crassifolia,-98.5263888888889,17.2380555555556
785272,Quercus,crassifolia,-105.905,24.96
785273,Quercus,crassifolia,-94.337,17.11
785274,Quercus,crassifolia,-98.2994444444444,20.0741666666667
785275,Quercus,crassifolia,-108.333,28.292
785276,Quercus,crassifolia,-99.92444,24.10528
785277,Quercus,crassifolia,-103.923,23.62
785278,Quercus,crassifolia,-97.03,19.6
785279,Quercus,crassifolia,-91.8596416666667,16.4247861111111
785280,Quercus,crassifolia,-105.708333333333,24.425
785281,Quercus,crassifolia,-96.4180555555556,17.3641666666667
785282,Quercus,crassifolia,-105.991666666667,24.6983333333333
785283,Quercus,crassifolia,-93.117,16.752
785284,Quercus,crassifolia,-100.65833333333,19.781666666667
785285,Quercus,crassifolia,-104.606666666667,22.7733333333333
785286,Quercus,crassifolia,-98.1102777777778,20.0369444444444
785287,Quercus,crassifolia,-106.118,24.895
785288,Quercus,crassifolia,-101.601666666667,19.4783333333333
785289,Quercus,crassifolia,-100.157,20.152
785290,Quercus,crassifolia,-105.505,26.4480555555556
785291,Quercus,crassifolia,-97.0916666666667,19.6583333333333
785292,Quercus,crassifolia,-98.825,17.546666666667
785294,Quercus,crassifolia,-100.2875,24.8530555555556
785295,Quercus,crassifolia,-92.5441666666667,16.6911111111111
785296,Quercus,crassifolia,-96.4783333333333,17.5544444444444
785297,Quercus,crassifolia,-105.941666666667,25.025
785298,Quercus,crassifolia,-98.8416666666667,17.4416666666667
785300,Quercus,crassifolia,-100.758333333333,22.2416666666667
785301,Quercus,crassifolia,-98.475,20.5416666666667
785302,Quercus,crassifolia,-106.567,25.467
785303,Quercus,crassifolia,-104.829166666667,20.8172222222222
785304,Quercus,crassifolia,-97.1083333333333,19.575
785305,Quercus,crassifolia,-101.638333333333,19.4047222222222
785307,Quercus,crassifolia,-103.923333333333,23.62
785308,Quercus,crassifolia,-96.5158333333333,17.2791666666667
785309,Quercus,crassifolia,-105.975,24.9583333333333
785310,Quercus,crassifolia,-92.5083333333333,16.5888888888889
785311,Quercus,crassifolia,-98.3883333333333,20.3752777777778
785312,Quercus,crassifolia,-96.56,17.265
785313,Quercus,crassifolia,-103.848333333333,20.7866666666667
785315,Quercus,crassifolia,-98.6691666666667,20.1583333333333
785316,Quercus,crassifolia,-98.3622222222222,20.3619444444444
785317,Quercus,crassifolia,-97.0647222222222,19.6183333333333
785318,Quercus,crassifolia,-105.76,25.0216666666667
785319,Quercus,crassifolia,-105.983,24.95
785320,Quercus,crassifolia,-107.858333333333,29.6305555555556
785321,Quercus,crassifolia,-97.1588888888889,19.5333333333333
785322,Quercus,crassifolia,-106.45,25.517
785323,Quercus,crassifolia,-105.515,24.37
785324,Quercus,crassifolia,-98.732,20.215
785325,Quercus,crassifolia,-100.517,21.083
785326,Quercus,crassifolia,-100.1275,21.9516666666667
785328,Quercus,crassifolia,-99.5197222222222,19.8163888888889
785329,Quercus,crassifolia,-100.056,21.299
785330,Quercus,crassifolia,-104.425,23.3416666666667
785331,Quercus,crassifolia,-96.5605555555556,17.5686111111111
785332,Quercus,crassifolia,-105.522055,25.161922
785334,Quercus,crassifolia,-103.995,20.341666666667
785335,Quercus,crassifolia,-101.226666666667,23.0847222222222
785336,Quercus,crassifolia,-101.091666666667,19.625
785337,Quercus,crassifolia,-97.025,19.125
785339,Quercus,crassifolia,-104.341666666667,23.3416666666667
785340,Quercus,crassifolia,-99.8380555555556,17.6213888888889
785341,Quercus,crassifolia,-97.2633333333333,19.485
785342,Quercus,crassifolia,-98.5480555555555,20.6688888888889
785343,Quercus,crassifolia,-97.2916666666667,18.8583333333333
785344,Quercus,crassifolia,-97.1,19.636666666667
785345,Quercus,crassifolia,-105.825,24.9583333333333
785346,Quercus,crassifolia,-105.975,24.9583333333333
785347,Quercus,crassifolia,-97.625,19.8583333333333
785348,Quercus,crassifolia,-102.094058333333,19.5948277777778
785349,Quercus,crassifolia,-96.1922222222222,16.9363888888889
785350,Quercus,crassifolia,-108.342,28.292
785351,Quercus,crassifolia,-99.675,17.525
785352,Quercus,crassifolia,-108.334,28.194
785353,Quercus,crassifolia,-96.342,16.925
785354,Quercus,crassifolia,-108.333,28.292
785355,Quercus,crassifolia,-108.042,28.292
785356,Quercus,crassifolia,-98.4783333333333,20.535
785357,Quercus,crassifolia,-99.9244388888889,24.1052805555556
785358,Quercus,crassifolia,-98.7916666666667,19.1916666666667
785359,Quercus,crassifolia,-98.109403,19.143959
785360,Quercus,crassifolia,-101.363,19.622
785361,Quercus,crassifolia,-102.008333333333,19.6083333333333
785362,Quercus,crassifolia,-99.9838888888889,18.8336111111111
785363,Quercus,crassifolia,-98.5,20.45
785364,Quercus,crassifolia,-97.2186111111111,19.7683333333333
785365,Quercus,crassifolia,-99.433333333333,19.619166666667
785366,Quercus,crassifolia,-105.533,24.283
785367,Quercus,crassifolia,-99.4041666666667,19.5875
785368,Quercus,crassifolia,-99.4288888888889,19.6819444444444
785369,Quercus,crassifolia,-98.478,20.535
785370,Quercus,crassifolia,-92.6455555555556,16.7427777777778
785371,Quercus,crassifolia,-105.908333333333,25.1916666666667
785372,Quercus,crassifolia,-98.478,20.535
785373,Quercus,crassifolia,-99.96806,20.11444
785374,Quercus,crassifolia,-99.665,21.083
785375,Quercus,crassifolia,-96.4825,17.33
785376,Quercus,crassifolia,-105.848611111111,25.1180555555556
785377,Quercus,crassifolia,-97.2,18.5333333333333
785378,Quercus,crassifolia,-97.1083333333333,19.575
785379,Quercus,crassifolia,-97.2583333333333,19.4916666666667
785380,Quercus,crassifolia,-105.458333333333,25.025
785382,Quercus,crassifolia,-97.1083333333333,19.575
785383,Quercus,crassifolia,-92.3569444444445,16.4730555555556
785384,Quercus,crassifolia,-105.783,23.7
785385,Quercus,crassifolia,-100.686666666667,19.8966666666667
785386,Quercus,crassifolia,-105.791666666667,23.7083333333333
785387,Quercus,crassifolia,-105.541666666667,24.2916666666667
785388,Quercus,crassifolia,-97.989658,20.228818
785389,Quercus,crassifolia,-99.2396083333333,20.8607611111111
785390,Quercus,crassifolia,-98.6560472222222,20.1652472222222
785391,Quercus,crassifolia,-99.588333333333,20.851666666667
785392,Quercus,crassifolia,-108.106,28.066
785393,Quercus,crassifolia,-98.2372222222222,20.3791666666667
785395,Quercus,crassifolia,-101.19,19.6
785396,Quercus,crassifolia,-104.2875,23.4361111111111
785397,Quercus,crassifolia,-98.75,19.9402777777778
785398,Quercus,crassifolia,-102.058333333333,19.6583333333333
